,title,state,time,content
294,用免洗手消毒液后用餐可不再洗手？,误区,2020-03-30,
295,朋友圈造谣他人感染新冠肺炎，赔了1.6万！,事实,2020-03-30,一时兴起在朋友圈发布一条不实信息造谣他人是新冠肺炎确诊患者　　结果发布者赔了这条朋友圈可谓“价值不菲” ……3月20日上午四川省合江县人民法院巡回审判了这起“朋友圈”引发的名誉权纠纷案　　张七（化名）今年1月回合江老家过春节，正值疫情突发，他听闻同村村民王五（化名）感冒发烧去了医院。　　1月28日13时许，张七一时兴起，在微信朋友圈发布了 “王五被政府确诊为新型病毒感染者，现在还在高烧不退！请相互转告”的信息。朋友圈截图　　张七没想到，这“随手一发”，竟给自己带来了惨痛的教训。　　当日，公安机关核实张七所发信息为不实信息后，对其进行了教育，张七在朋友圈及时进行了更正辟谣，公安机关根据《中华人民共和国治安管理处罚法》的规定，对张七处以500元的罚款。张七在朋友圈进行更正辟谣　　尔后，王五对张七提起了民事诉讼，认为张七侵犯了自己的名誉权，疫情特殊时期，张七的行为使得村里流言四起，议论纷纷，村民对其远离躲避，甚至不断有人打电话求证，给其精神带来了巨大的压力和打击，给其生活造成不良影响，要求张七赔偿损失共计3万余元。　　合江法院受理该案后，按照双方意愿，承办法官与双方进行电话、微信沟通协调。　　3月20日，承办法官到案发地进行巡回审判，调解阶段，张七表示深刻认识到了自己“随意一发”给王五带来的伤害，自己确实做错了，表示愿意尽可能通过经济赔偿弥补王五，希望王五能原谅自己的过失。　　双方最终达成调解协议，张七赔偿王五损失1.6万元，并当庭给付。　　张七发布不实信息，造成他人名誉受损，双方经调解达成一致意见，但张七最终也为自己的行为付出代价，也是给大家的一个警示！　　民事责任方面，如果散布谣言侵犯了公民个人的名誉权，或者侵犯了法人和其他组织的商业信誉的，依据我国相关法律规定，承担停止侵害、恢复名誉、消除影响、赔礼道歉及赔偿损失的法律责任。　　如果散布谣言，谎报险情、疫情、警情或者以其他方法故意扰乱公共秩序的，或者公然侮辱他人，或者捏造事实诽谤他人的，尚不构成犯罪的，要依据《治安管理处罚法》等规定给予拘留、罚款等行政处罚。　　法条链接：《治安管理处罚法》第二十五条规定：“有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款：（一）散布谣言，谎报险情、疫情、警情或者以其他方法故意扰乱公共秩序的； ……　　本案被告张七正是承担了相应的民事责任和行政责任。　　★刑事责任　　如果散布谣言，构成犯罪的要依据《刑法》规定追究刑事责任。　　法条链接：《刑法》第二百九十一条之一规定，编造虚假的险情、疫情、灾情、警情，在信息网络或者其他媒体上传播，或者明知是上述虚假信息，故意在信息网络或者其他媒体上传播，严重扰乱社会秩序的，处三年以下有期徒刑、拘役或者管制；造成严重后果的，处三年以上七年以下有期徒刑。　　第二百四十六条规定，以暴力或者其他方法公然侮辱他人或者捏造事实诽谤他人，情节严重的，处三年以下有期徒刑、拘役、管制或者剥夺政治权利。
296,天门市南火车站又出现一例新冠肺炎确诊病例？,谣言,2020-03-29,　　“又出现一例，黑死人，没完没了”　　3月27日，在天门市各微信群里出现一段宣称“天门南火车站又出现一名重症病人（新冠肺炎）”短视频，给群众们带来恐慌。　　经核查，系境外仙桃籍女子乘坐高铁到达天门南火车站，相关部门对其进行隔离检查，并未发现新增感染情况。　　该视频的拍摄、上传者崔某作（男，53岁，竟陵办事处人）就其未经核实传播谣言的行为进行道歉悔过。
297,救治新冠肺炎患者人均1.7万元,事实,2020-03-30,　　国家医保局医药服务管理司司长熊先军介绍，截至3月15日，31个省（区、市）和新疆生产建设兵团报告，全国新冠肺炎确诊和疑似患者发生医保结算93238人次（包括门诊患者多次就诊结算），涉及总费用103960万元，医保系统共支付67734万元。全国确诊患者结算人数为44189人，涉及总费用75248万元，人均费用1.7万元，其中医保支付比例约为65%（剩余部分由财政进行补助）。
298,西安市某小区发生冒充防疫人员入户抢劫事件？,谣言,2020-03-29,　　近日，有网民发布消息称，“西安某小区发生有人穿防控（服）上门说消毒、测体温…实则入室打劫……”　　经核实，该消息为不实信息，西安市公安局局并未接到此类警情。　　西安网警提醒，防疫期间，如果遇到有人冒充防疫工作人员，大家可以从四方面进行综合辨析：①防疫人员蹲守点位一般为小区出入口、村镇卡点、交通枢纽口等片区交汇处，不进行门口蹲点。②防疫人员一般为多人共同行动且分工明确，极少有单独行动的情况。③小区防疫人员一般为社区工作人员、物业管理人员等熟悉社区人口的人员。若防疫人员比较面生、不带本地口音，则应当提高警惕。④防疫人员物品配备一般较齐全，如：款式统一的红袖套、防疫工作牌、易测温度仪、防疫登记表、消毒用品、疫情拍照工具等。若防疫人员防疫物品不齐整，则应提高警惕。　　同时，网络社会也有法律底线，传播网络谣言属于违法行为，希望广大网民自觉抵制网络谣言，对未经核实的信息，不随意转发，更不故意杜撰改编，否则，将承担相应的法律责任。对故意传播、散布谣言信息者，公安机关将依法严惩！
299,网传深圳口岸通关异常？,谣言,2020-03-29,　　3月28日，深圳市人民政府口岸办公室针对网传深圳口岸通关“异常”的图片、视频等信息，发布声明。　　声明全文如下：　　近日，网络及微信朋友圈出现关于口岸通关“异常”的图片、视频等信息，极少数人不负责任地将其冠以“深圳口岸”标题流传。经核查，上述标称“深圳口岸”的图片、视频等信息与深圳各口岸实际运行情况严重不符。　　自新冠肺炎疫情防控工作开展以来，深圳各口岸现场组织有序，运行平稳，通关顺畅。　　深圳市口岸办提醒您：当前广东进一步严格境外疫情输入防控，继续强化粤港澳疫情联防联控。深圳市口岸办将第一时间通过门户网站、官方微博及微信公众平台公布深圳口岸通关重要事项。　　特此声明。深圳市人民政府口岸办公室2020年3月28日
300,上海市杨浦区一小区境外输入病例被带走？,谣言,2020-03-29,　　3月27日，@上海杨浦 发布辟谣微博称，关于网传杨浦区延吉西路凤城花园，发现一个境外回来的新冠肺炎病人被带走一事，经核为不实信息。　　经有关部门查证，此视频记录的是3月24日下午六点左右，一名境外来沪人员在集中留验点经检测核酸阴性后，由专用大巴送到凤城花园进行居家隔离。网传视频为该入境人士下车时陪同转运工作人员与社区卫生服务中心医务人员交接的场景。目前该入境人士正在家中进行规范的居家隔离观察。
301,4月8日起天津中、小学和高校开学？,谣言,2020-03-28,　　近日，网络上流传着一张有关天津市中小学和高校“分批陆续开学”的“文件截图”，文中表示，天津初高三将于4月8日起，分批错峰开学，其他中小学则将于4月14日开学；而高校也将于4月21日起陆续开学。“文件”煞有介事，落款为“天津市教育局”。那么真实情况到底是什么样的呢？　　为此，记者询问了天津市教委有关工作人员，该工作人员表示，此文件属于明显伪造：“天津市教育局”这一称呼早已撤销，现在的正是名称为“天津市教育委员会”。“这样的落款是明显错误的，何况也没有加盖公章。”市教委该工作人员表示，对于后续天津市各大中小学开学的具体时间，市教委会第一时间向社会公布，请广大市民耐心等候。
302,西湖区两个集中隔离人员出逃？,谣言,2020-03-28,　　近日，一则“昨晚香园饭店境外进来的两个人逃掉了，今天出结果是确诊阳性，现在还没找到，杭州要疯了。”的信息在网络传播，引发公众关注，造成社会恐慌。　　对此，西湖警方高度重视，立即会同政府相关职能部门开展联合调查。经查，该香园饭店为西湖区根据疫情防控新政，设置的入境人员集中隔离点，内部管控严格，秩序良好，未发生人员逃离情况。上述网传信息与事实严重不符，造成了严重不良社会影响。　　经警方调查，该不实信息由鲁某某（女，46岁）通过微信群首发。其对自己捏造发布不实信息，虚构事实扰乱公共秩序的违法行为供认不讳。目前，西湖警方已依法对鲁某某作出行政拘留处罚。　　警方提醒，当前仍处于防控新冠肺炎疫情的关键时期，社会各界要全力参与共同维护良好的社会舆论环境，不信谣、不制谣、不传谣。对于蓄意编造、传播、散布涉疫类谣言，扰乱公共秩序的违法犯罪行为，公安机关将依法严厉打击。杭州电视台综合频道官方微博
303,各地仍疫情谣言不断，都别信哦,辟谣,2020-03-29,当前疫情防控牵动着全国人民的心保障“战疫”我们在行动中国互联网联合辟谣平台持续粉碎谣言为公众还原真相科学防控 抗击疫情　　近日，有旅西华文媒体发布有关“出国及海外中国公民自愿登记”的文章。该文介绍了中国领事服务网“出国及海外公民自愿登记”系统，并称“撤侨的顺序就是由登记的顺序来决定的，早登记，早登机”。　　27日，网传“阜外医院有人偷运新冠肺炎患者血样出境”，引发社会关注。　　20时12分，其官方微博再次发声：“1.我院是心血管疾病专科医院，没有发热门诊，也没有资质收治新冠肺炎患者。2. 网络传言我院有人偷运新冠肺炎患者血样出境的信息是谣言！请大家不要听信任何形式的传言，不造谣、不信谣、不传谣。”　　3、山东省确定开学返校时间？　　网上有帖子称山东省“高三和初三4月7日开学”。　　4、大连某洗浴中心外国顾客确诊，致720人待排查？　　近日，有人在网上传播“大连市中山区四季水汇洗浴内有一名外国顾客确诊，现在有720人在排查”。　　5、秦皇岛市交建里小区5栋被封？　　近日，在秦皇岛当地微信群中流传着“我市交建里小区5栋有回国发热人员，已送至我市第三医院进行治疗”的谣言。　　6、低温可冻死新冠病毒？　　网络流传一种说法：低温可冻死新冠病毒。　　（综合：中国驻西班牙使馆微信公众号、阜外医院官方微博、人民网、山东省教育厅官网、辽宁日报客户端、辽宁省大连市公安局中山分局官方微博、秦皇岛晚报微信公众号、中国药学会科普官方微信公众号）
304,辽宁省中、小学和高校开学日期定了？,谣言,2020-03-28,　　近日，有网传消息称，辽宁中小学以及高校开学时间已确定。　　对此，辽宁省教育厅回应：　　根据辽宁省疫情防控指挥部令（第9号）的部署，我省分级分类错峰错时复学。从4月中旬起，高三年级实行省域内同步返校，具体时间由省教育厅通知；初三年级实行同一市域同步返校，具体时间由市级教育部门通知；中小学其他年级及中等职业学校适时返校，具体时间由市级教育部门通知，分批错时开学；高等院校按照教育部安排确定开学时间，高校留学生复学视国际疫情发展另行确定；各类幼儿园待疫情得到全面控制后开始复学。高三开学的具体日期，待研究确定后，将及时向社会公布。　　目前网上流传的辽宁省教育厅通知开学时间的相关信息均为虚假信息，请广大学生及家长不要轻信。辽宁省教育厅官方微博截图 
305,阜外医院偷运患者血样出境？,谣言,2020-03-28,　　27日，有网络传闻称“阜外医院有人偷运新冠肺炎患者血样出境”等相关内容，引发社会关注。晚间，中国医学科学院阜外医院声明称“网络传言我院有人偷运新冠肺炎患者血样出境的信息是谣言”。　　27日晚间18时29分，阜外医院的微博“中国医学科学院阜外医院”声明称“针对近期网络出现关于阜外医院有人偷运新冠肺炎患者血样出境的传言，特此申明如下：这是谣言！请大家不要听信任何形式的传言，不造谣、不信谣、不传谣。”　　20时12分，“中国医学科学院阜外医院”再次发布声明：“1.我院是心血管疾病专科医院，没有发热门诊，也没有资质收治新冠肺炎患者。2. 网络传言我院有人偷运新冠肺炎患者血样出境的信息是谣言！请大家不要听信任何形式的传言，不造谣、不信谣、不传谣。”
306,福州软件园有境外人员回国后确诊？,谣言,2020-03-27,　　3月26日，福州本地人的微信群传这样一则消息，称“两个境外回来的华为人员来福州出差，确诊了”。网传消息截图　　对此，福州软件园产业服务有限公司发布辟谣，春节之后无境外回来的华为员工来福州出差。辟谣截图 
307,西安市八仙庵一诊所有人患新冠肺炎被拉走？,谣言,2020-03-29,　　近日，有网民在微信群中发布“八仙庵一诊所内有道士得冠状病毒被被拉走了”的虚假信息。　　经核实，25日下午一患肺癌老人到碑林区某诊所买药，被120送医救治。　　西安网警提醒：网络社会也有法律底线，传播网络谣言属于违法行为，希望广大网民自觉抵制网络谣言，对未经核实的信息，不随意转发，更不故意杜撰改编，否则，将承担相应的法律责任。对故意传播、散布谣言信息者，公安机关将依法严惩！
308,法国回来输入型病例去萧山商业城逛了一圈？,谣言,2020-03-27,　　近日，一则“是法国回来的输入型的，这个人回来不知道自己有新冠，去萧山商业城逛了一圈，接触过的人说也说不清楚了……”的信息在网络传播，引发公众关注，造成社会恐慌。　　萧山警方高度重视，立即会同政府相关职能部门开展联合调查。经查，截至目前，萧山区境外输入型新冠肺炎确诊病例仅童某某一例，该童某某归国后依规实行了单人居家隔离，隔离期间未外出。上述信息与事实严重不符，造成了严重不良社会影响。　　经查，该不实信息由傅某（女，38岁）通过微信群首发，其在获悉萧山区确诊一例境外输入型新冠肺炎病例后，捏造发布了上述不实信息，其对自己虚构事实扰乱公共秩序的违法行为供认不讳。目前，萧山警方已依法对傅某作出行政拘留处罚。　　警方提醒，当前仍处于防控新冠肺炎疫情的关键时期，社会各界要全力参与共同维护良好的社会舆论环境，不信谣、不制谣、不传谣。对于蓄意编造、传播、散布涉疫类谣言，扰乱公共秩序的违法犯罪行为，公安机关将依法严厉打击。
309,宁波姜山镇一外来务工人员核酸检测阳性？镇海区出现确诊病例？,谣言,2020-03-27, 　　近日，有网友在新浪微博上发文称姜山墙弄街有一个外来的打工者核酸检测阳性，“甬行码红色”。　　经核实，该务工人员甬行码为绿色，核酸检测阳性不实。　　这些天，一些微信群传称招宝山街道、九龙湖镇等地出现新冠肺炎确诊病例。　　经记者确认：根据权威通报，镇海区没有新增确诊病例、疑似病例。希望广大市民不信谣、不传谣，更不造谣。　　同时，记者还从市场监管、卫生健康、商务、公安等部门了解到，为进一步加强公共场所安全有序开放开业，市民还应注意——　　凭“健康码”“甬地码”绿码或甬行证出入公共场所或乘坐公共交通工具；　　配合开放开业的公共场所，根据实际情况采取的体温测量、人流密度控制等各项防控措施。　　同时，有关部门也将督促开放开业的公共场所切实履行疫情防控主体责任，确保生产经营场地安全卫生。 
310,低温可冻死新冠病毒？,谣言,2020-03-27, 作者：郑州市妇幼保健院 主管药师 雷伟审核专家：北京大学第一医院 副主任药师 王宝新 
311,网传“2020年春季学期教学时间安排表”？,谣言,2020-03-27, 网传消息截图　　近日，朋友圈热传一张《2020年春季学期教学时间安排表》，这是真的吗？网络辟谣举报平台记者核实，网传消息系谣言。　　由于疫情影响，学校开学时间成为众多家长关心的话题。近日，微信群热传一张《2020年春季学期教学时间安排表》，让不少家长感觉松了一口气，“我家的娃终于要去学校上学了”。　　然而，网传消息是否可信呢？　　网络辟谣举报平台记者多方查证，找到了真相。　　1.信息来源不明，官方未曾公布过此安排表。网上热传的这份《2020年春季学期教学时间安排表》并未在福建省教育厅、福建省教育考试院官方网站、官方微信、官方微博上公布过，福建省内官方媒体以及国内官方媒体也没有公布过这个消息。　　2.网传《2020年春季学期教学时间安排表》中，高三初三开学时间是4月7日，高三拟放假时间是7月17日，初三拟放假时间是7月21日。同时幼儿园、小学一年级至六年级开学时间都是4月13日。这些网传安排表内容与3月26日福建省教育厅在官方网站上发布的《重要通知！我省部署分批错时开学工作》内容是矛盾的。福建省教育厅文章截图　　《重要通知！我省部署分批错时开学工作》指出：高三年级原则上于4月7日先行同步开学；初三年级和中小学（含中职学校、特教学校）除小学一二年级外的其他年级，视高三开学推进及疫情防控情况再分批跟进开学。高校、小学一二年级、幼儿园具体开学时间另行研究确定。　　截至目前，国家教育部并没有发布有关高考时间调整的信息，网传消息纯属谣言。谣言截图　　此外，网络辟谣举报平台记者通过网络搜索发现，该网传消息也曾在外地传播。3月24日，邵阳网警发布《网传<2020年春季学期教学时间安排表>出来了？官方回复……》进行了辟谣。邵阳网警微博截图　　网络辟谣举报平台提醒：　　不轻信网络传闻，对未经核实的信息不轻信、不转发、不传播，要做到以事实为依据，以法律为准绳。对故意散布、传播网络谣言的，公安机关将依法予以严惩！（林锦星）
312,秦皇岛市交建里小区5栋被封？,谣言,2020-03-27,　　3月24日，有市民微信群中转发“我市交建里小区5栋有回国发热人员，已送至我市第三医院进行治疗”，经核实，微信群转发的消息系谣言。图源：网信海港区　　3月25日上午，记者联系了市卫健委和海港区交建里社区，交建里社区党委书记、居委会主任苑丽清介绍：交建里小区5栋早已于一年前拆除，不存在这栋楼，小区内没有发现有发热病人进入市第三医院。　　事实上，早在2018年6月，小晚就发布过交建里片区征收通知↓　　另：秦皇岛市海港区人民政府关于交建里片区房屋征收工作通告及项目中标单位公示　　记者从市卫健委获悉，市第三医院没有收治交建里小区进入的发热病人。请广大市民不信谣、不传谣，众志成城，抗击疫情。感谢广大市民的关心、支持与理解。（赵力楠）
313,大连市某洗浴中心有一外国顾客确诊，导致720人待排查？,谣言,2020-03-27,　　3月26日，辽宁省大连市公安局中山分局官方微博通报称，2020年3月25日20时许，该局在工作中发现：有人在网上传播“大连市中山区四季水汇洗浴内有一名外国顾客确诊，现在有720人在排查”的谣言。　　对此，公安机关立即开展调查。中山分局人民路派出所于3月26日10时许，将嫌疑人杨某（男，24岁，大连人）抓获。经审查，杨某对其在微信群中编造、发布该谣言信息的违法行为供认不讳。根据《中华人民共和国治安管理处罚法》第二十五条第一项之规定，中山分局依法对杨某处以行政拘留十日的处罚。　　警方重申：互联网上近期出现的关于中山区“四季水汇”、“丽水金沙”等洗浴中心内发现确诊病例的信息均系谣言。警方希望广大市民在疫情期间，坚决做到不造谣、不信谣、不传谣，齐心协力打赢疫情防控阻击战。
314,山东省确定开学返校时间？,谣言,2020-03-27, 　　一、当前山东省疫情防控形势持续积极向好，但依然复杂，特别是境外输入风险增大。为保证广大师生生命安全和身体健康，全省教育系统正全力以赴统筹做好学校疫情防控和春季学期开学准备工作。　　二、开学条件核验合格是学校开学的重要前提。目前，各级教育、卫生健康、市场监管部门正联合开展学校开学条件核验，核验不合格不得开学。　　三、山东省各级各类学校春季学期开学返校时间和安排，待审慎研究确定后，将第一时间向社会公布，为学校、教师、家长、学生留出充足准备时间。（张洪波）
315,不要慌，这些都是假的,辟谣,2020-03-27,当前疫情防控牵动着全国人民的心保障“战疫” 我们在行动中国互联网联合辟谣平台持续粉碎谣言为公众还原真相科学防控 抗击疫情1. 新冠肺炎出院患者需佩戴14天手环？　　近日，网络热传一张佩戴着手环的老人乘坐公交车的图片。配文指出，这是国家让新冠肺炎治愈患者统一佩戴的标识。　　辟谣：事实上，图中的场景出现在中国香港。日前，香港特区政府订立《外国地区到港人士强制检疫规例》，规例于3月19日零时生效，为期三个月。外国地区抵港人士须佩戴手带（手环），并在手机上安装配套应用程序，接受14天强制检疫。图中老人佩戴的，即是这样的手带（手环）。目前，我国其他地区并没有对新冠肺炎的治愈患者进行任何“标识”措施。2. 武汉疫情反弹，医疗队暂缓返程？　　近日，湖北省疫情防控指挥部的一则题为《关于国家及各省援鄂疾控工作队暂缓离鄂的通知》的文件在网上流传。尽管标题和内文都写明是“援鄂疾控工作队”，但网民在传播这份通知时，将其理解成了“援鄂医疗队暂缓离鄂”，进而认为湖北疫情发生了反弹。辟谣：援鄂疾控工作队和援鄂医疗队并不能等同，各省的援鄂医疗队已在有序撤离。而援鄂疾控工作队暂缓离鄂是因为，国家卫健委联合湖北省新冠肺炎疫情防控指挥部，于22日开展湖北省疫情防控“疾控大培训”，援鄂疾控工作队需要参与相关培训工作。　　3月25日，武汉当地流传的多个小区给业主（住户）的《告知书》称，根据武汉市委、市政府通知，24日起对非公外出发生新冠肺炎“接触、疑似、感染、确诊”等四类人员，武汉市政府不再给予免费治疗，相关隔离、检查、住宿等费用8000元，确诊患者治疗费用40万元由市民自己承担。　　辟谣：武汉市卫健委回应称，并未接到此类通知。“目前，武汉新冠肺炎患者治疗个人负担相关政策依照国家、省市要求严格执行。符合条件的费用，仍然按医疗保险有关政策规定报销。”武汉市医疗保障局工作人员表示，武汉市医保局也没有发过此类通告。　　24日，网上流传中建三局及所属单位以高薪紧急招聘工人前往海外建设欧洲版火神山、方舱医院等相关信息。辟谣：24日，中国建筑第三工程局有限公司在其官网发布声明称，以上内容不实。目前，中建三局已作报警处理。希望大家不信谣、不传谣，避免上当受骗。　　25日，在石家庄微信群、朋友圈流传着“……今晚将有6000人入境，都要前往正定及石市各酒店隔离，现在不是松了，而是更严重了……”的消息。　　辟谣：经石家庄互联网举报中心向相关部门核实，该消息不实，目前石家庄入境防疫工作正在有序进行，未发生大量人员涌入和管理失控的情况。　　近几日，在广东当地家长群、朋友圈中流传着“广东确定学生返校时间”的消息。辟谣：广东省教育厅3月25日在其官网发布通告称，根据当前疫情防控形势，广东省教育厅正在审慎研究学生返校工作方案。一旦确定返校安排和时间表，将即时通过省教育厅官网、官微提前向社会公布，保证学校、教师、家长、学生有充足准备时间。7. 室温越高越可以预防新冠肺炎？　　网络流传一种说法：室温越高越可以预防新冠肺炎。辟谣：《新型冠状病毒感染肺炎诊疗方案（试行第七版）》明确指出，新型冠状病毒对热敏感，56℃30分钟可有效灭活病毒。但高温消毒不等同于将生活环境保持较高温度。室温过高，人体舒适度会大大降低，甚至出现鼻咽发干、充血，精神烦躁等症状。高温很可能加重老年人、孕妇、儿童等特殊人群肺部负担，诱发人体不适。不信谣不传谣不造谣防控疫情我们和你在一起　　（综合：新华社、央视新闻客户端、中国新闻网、光明网、科普中国、中国经济网、广东省教育厅官网、石家庄互联网举报中心、楚天都市报）
316,暂时停止持有效中国签证居留许可的外国人入境,事实,2020-03-27,中华人民共和国外交部、国家移民管理局关于暂时停止持有效中国签证、居留许可的外国人入境的公告　　鉴于新冠肺炎疫情在全球范围快速蔓延，中方决定自2020年3月28日0时起，暂时停止外国人持目前有效来华签证和居留许可入境。暂停外国人持APEC商务旅行卡入境。暂停口岸签证、24/72/144小时过境免签、海南入境免签、上海邮轮免签、港澳地区外国人组团入境广东144小时免签、东盟旅游团入境广西免签等政策。持外交、公务、礼遇、C字签证入境不受影响。外国人如来华从事必要的经贸、科技等活动，以及出于紧急人道主义需要，可向中国驻外使领馆申办签证。外国人持公告后签发的签证入境不受影响。　　这是中方为应对当前疫情，参考多国做法，不得已采取的临时性措施。中方愿与各方保持密切沟通，做好当前形势下中外人员往来工作。中方将根据疫情形势调整上述措施并另行公告。　　特此公告。中华人民共和国外交部国家移民管理局2020年3月26日
317,湘潭发现一例从泰国回来的新冠肺炎患者？,谣言,2020-03-26,　　近日，在湘潭人的微信群与朋友圈里，流传着一条“环北公寓南院发现从泰国回来的新冠肺炎患者”的消息。经初步核实，3月24日雨湖区确有一人从泰国回来。24日晚已在市中心医院接受核酸检测呈阴性，不是新冠肺炎患者，没有接触外人，目前正在居家隔离。有关疫情信息与防控措施以官方消息为准！ 
318,西班牙要撤侨，早登记早登机？,谣言,2020-03-26,　　近日，有旅西华文媒体发出有关“出国及海外中国公民自愿登记”的微文。该微文描述西班牙疫情状况，介绍中国领事服务网“出国及海外公民自愿登记”系统，并称“撤侨的顺序就是由登记的顺序来决定的，早登记，早登机”（相关文字后被编辑删除），最后表示“有任何疑问可添加（某房产公司）微信，在线为您解释操作”。该微文受到旅西中国公民较多关注，大家纷纷拨打使领馆领保电话进行咨询，核实撤侨真伪。　　驻西使领馆向您介绍：“出国及海外中国公民自愿登记”是中国外交部领事司于2013年开发并推出的在线应用系统，旨在为出国旅行的中国公民提供个人（团组）及旅行信息登记服务，以便及时推送各类安全提醒信息，在紧急情况发生时方便取得联系，及时提供领事保护与协助。欢迎大家在自愿基础上登记相关个人信息，详情请查阅中国领事服务网（https://ocnr.mfa.gov.cn/expa/）。　　目前，并无安排包机或撤侨的计划。在“出国及海外中国公民自愿登记”系统上的登记顺序也与所谓“登机顺序”无关。　　驻西使领馆呼吁广大旅西中国公民，疫情期间避免旅行，减少乘坐飞机等密闭式交通工具，防范发生交叉感染。不流动是最大的安全。请大家从使领馆官方微信和网站上了解信息，不造谣、不信谣、不传谣，抵制一切不真实内容。
319,网传广东确定学生返校时间？,谣言,2020-03-26,　　近日，在学生家长群、微信朋友圈中流传广东确定学生返校时间的消息，属不实传言。现就有关情况作如下通告：　　一、目前，全省教育系统全力以赴做好疫情防控工作，坚决防止疫情输入校园，坚决防止校园发生聚集性疫情，确保师生生命安全和身体健康。　　二、根据当前疫情防控形势，省教育厅正在审慎研究学生返校工作方案。一旦确定返校安排和时间表，将即时通过省教育厅官网、官微提前向社会公布，保证学校、教师、家长、学生有充足准备时间。　　三、3月2日以来，我省全面开展线上教育，省教育厅制定托底方案，确保不让一名学生掉队，效果良好。接下来将进一步优化线上教育安排，提供充足教学资源，不断提高线上教育质量。广东省教育厅2020年3月25日 
320,网传石家庄“今晚6000人入境……”？,谣言,2020-03-25,"　　近日，有网民举报反映，在石家庄微信群、朋友圈流传着“入境飞机西南片的全部降落正定机场，目前新城铺各酒店全部都住满，今晚将有6000人入境，都要前往正定及石市各酒店隔离，现在不是松了，而是更严重了……”的消息。经石家庄互联网举报中心向相关部门核实，该消息内容不实，目前石家庄入境防疫工作正在有序进行，未发生大量人员涌入和管理失控的情况。　　石家庄互联网举报中心：在外防输入的疫情防控关键时期，对于入境防疫工作相关信息，请以官方权威发布信息为准，勿传谣信谣、引发恐慌！同时提醒广大网民，网络不是法外之地，对于蓄意编造散布谣言、扰乱公共秩序等违法犯罪行为，公安机关将坚决依法打击！
"
321,中建三局招聘工人赴海外建设抗疫应急医院？,谣言,2020-03-25,　　24日，中国建筑第三工程局有限公司官网发布声明：近日，网上流传中建三局及所属单位以高薪紧急招聘工人前往海外建设欧洲版火神山、方舱医院等相关信息，均为不实信息。　　目前，中建三局已作报警处理。希望大家不信谣、不传谣，避免上当受骗。（朱国旺 郭文培）
322,武汉市政府不再对新冠肺炎病人免费治疗？,谣言,2020-03-25,　　“自2020年3月24日起武汉市政府不再对新冠肺炎病人免费治疗？”3月25日，网上流传多个小区给业主（住户）的《告知书》，相关信息引发网友热议。记者从武汉市多个部门了解获悉，该信息不属实。　　告知书称，是根据武汉市委、市政府通知，24日起对非公外出发生新冠肺炎“接触、疑似、感染、确诊”等四类人员，武汉市政府不再给予免费治疗，相关隔离、检查、住宿等费用8000元，确诊患者治疗费用40万元由市民自己承担。　　记者了解到，其中一小区属于洪山区张家湾街，位于白沙洲新城烽胜路。该告知书显示为物业公司楼栋客服发布给业主。　　记者联系张家湾街及佳兆业物业，相关负责人表示，这一信息是物业公司工作人员转载自网上的信息。张家湾街道表示，目前已经要求社区督促马上撤销不实消息，并发布澄清事实和承认错误的通知。　　同时，武汉市卫健委对此回应，并没有接到此类通知。“目前，武汉新冠肺炎患者治疗个人负担相关政策依照国家、省市要求严格执行。符合条件的费用，仍然按照按医疗保险有关政策规定报销。”武汉市医疗保障局工作人员表示，也没有发过此类通告。　　据悉，3月17日，武汉市新冠肺炎疫情防控指挥部下发文件，对新冠肺炎患者治疗费用予以明确。　　《通知》要求：新冠肺炎疫情期间，凡在武汉地区定点医院发热门诊留观的患者，留观期间的门诊费及前期的检查、诊查费给予免费，由政府负担。　　新冠肺炎疫情期间，凡在武汉地区隔离点收治人员、进住康复驿站观察人员（含出院后复查），相关医疗费用给予免费，由政府负担。　　新冠肺炎疫情期间，凡在武汉地区住院的新冠肺炎确诊病例、疑似病例、核酸检测双阴患者，其住院期间所产生的个人负担医疗费用（含肺炎及其他合并的基础疾病治疗，但不包括器官移植、整形等其他特殊诊疗费用），对参加基本医疗保险的费用扣除基本医保、大病保险、医疗救助等按规定支付后，个人负担部分由政府负担；对未参加基本医疗保险但有固定单位，享有其他保障方式的患者，相关医疗费用从原医疗报销渠道解决；其他未参加基本医疗保险的患者，相关医疗费用由政府负担。　　上述患者在医院留观、住院、隔离、康复驿站观察期间，由医院、隔离点、康复驿站可参考120元/人/天的标准提供免费伙食。（记者 周治涛 李月媛 通讯员 熊欢 侯兵）
323,室温越高越可以预防新冠肺炎？,谣言,2020-03-25, 作者：新乡医学院第一附属医院 刘利月审核专家：北京大学第一医院 副主任药师 王宝新 
